Sr#,District,Block,Village/Town Code,Village/Town Name,People Groups,Language Groups,Gath Type,MC,HC,PC,AV,EV,Church/Orgn Name,Pastor/Leader Name,Comments
36406,Rohtas,Sheosagar,2026252180,Auwan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36407,Rohtas,Sheosagar,2026252269,Baddi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,Surveyed @ June'25
36408,Rohtas,Sheosagar,2026643500,Badimpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36409,Rohtas,Sheosagar,2026252257,Baheri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Bethel Church,,
36410,Rohtas,Sheosagar,2026252136,Bahuwara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Prarthana Bhawan,Mahesh Ram,Dec'24 Update
36411,Rohtas,Sheosagar,2026252131,Bamhaur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36413,Rohtas,Sheosagar,2026643300,Bania Dih,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36414,Rohtas,Sheosagar,2026626200,Bankat,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36416,Rohtas,Sheosagar,2026252145,Baraila,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36417,Rohtas,Sheosagar,2026252116,Bardiha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Church of God,,
36418,Rohtas,Sheosagar,2026252216,Barewa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36423,Rohtas,Sheosagar,2026628900,Bhagwanpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,AG Church,,
36424,Rohtas,Sheosagar,2026252178,Bhairwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Surveyed @ June'25
36426,Rohtas,Sheosagar,2026626500,Bhimpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36427,Rohtas,Sheosagar,2026252139,Biar Bandh,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36429,Rohtas,Sheosagar,2026252301,Bisrampur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36434,Rohtas,Sheosagar,2026643200,Chamaraha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36436,Rohtas,Sheosagar,2026252205,Chanari,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36437,Rohtas,Sheosagar,2026252164,Chandanpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36439,Rohtas,Sheosagar,2023252298,Chapri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36440,Rohtas,Sheosagar,2026252130,Chenari Chhotki,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36441,Rohtas,Sheosagar,2026252238,Chhuria,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,GEMS,,
36445,Rohtas,Sheosagar,2026252213,Darangia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36447,Rohtas,Sheosagar,2026252174,Dehara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Mission India,,Surveyed @ June'25
36448,Rohtas,Sheosagar,2026645500,Dhanauti,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Shalom Church,,
36449,Rohtas,Sheosagar,2026252190,Doriawan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bethel Church,,
36451,Rohtas,Sheosagar,2026252148,Dumri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36453,Rohtas,Sheosagar,2026252137,Gajaundha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Surveyed @ June'25
36454,Rohtas,Sheosagar,2026252150,Gamharia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36456,Rohtas,Sheosagar,2026252170,Garura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,Surveyed @ June'25
36457,Rohtas,Sheosagar,2026252181,Ghatkan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36458,Rohtas,Sheosagar,2026252243,Girdharia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36459,Rohtas,Sheosagar,2026252171,Godnian,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36460,Rohtas,Sheosagar,2026252117,Gopalapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36464,Rohtas,Sheosagar,2026638800,Isharpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36465,Rohtas,Sheosagar,2026252222,Janjra,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,BCI,,
36470,Rohtas,Sheosagar,2026252209,Kajhawan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36473,Rohtas,Sheosagar,2026627400,Kandharapur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36475,Rohtas,Sheosagar,2026252210,Kararipatti Garhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36478,Rohtas,Sheosagar,2026252223,Karup,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,GEMS,,Surveyed @ June'25
36479,Rohtas,Sheosagar,2026252194,Kaupa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Oct - Dec'25 Adopted Village
36480,Rohtas,Sheosagar,2026252276,Kekai,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36481,Rohtas,Sheosagar,2026252153,Kekarha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36482,Rohtas,Sheosagar,2026627300,Keshopur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36487,Rohtas,Sheosagar,2026635900,Khanipur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36488,Rohtas,Sheosagar,2026252302,Khardihan,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36491,Rohtas,Sheosagar,2026252202,Khurhia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36492,Rohtas,Sheosagar,2026252274,Khurhnu,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36493,Rohtas,Sheosagar,2026252157,Kirihiri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36494,Rohtas,Sheosagar,2026252193,Kirihiri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36495,Rohtas,Sheosagar,2026252172,Konar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36498,Rohtas,Sheosagar,2026252143,Kurtha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,Oct - Dec'25 Survey Update
36499,Rohtas,Sheosagar,2026641400,Kusaha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Church of God,,
36502,Rohtas,Sheosagar,2023252285,Kusumha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36506,Rohtas,Sheosagar,2026639900,Mahawara,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36507,Rohtas,Sheosagar,2026252283,Mahua Pokhar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36508,Rohtas,Sheosagar,2026252275,Majhui,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36512,Rohtas,Sheosagar,2026252226,Marichwar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36514,Rohtas,Sheosagar,2026252118,Masihabad,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Mission India,,Surveyed @ June'25
36517,Rohtas,Sheosagar,2026252127,Misraulia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Pentecostal Church,,Oct - Dec'25 Survey Update
36518,Rohtas,Sheosagar,2026252231,Mitanda,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36520,Rohtas,Sheosagar,2026252279,Mohanian,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36523,Rohtas,Sheosagar,2026252198,Morkap,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36526,Rohtas,Sheosagar,2023644800,Narwa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36528,Rohtas,Sheosagar,2026252128,Nimia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36530,Rohtas,Sheosagar,2026252134,Paharpur,"Yadav, Chamar","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,AV to PC @ May'25
36534,Rohtas,Sheosagar,2026643700,Panari Dai,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36535,Rohtas,Sheosagar,2026252125,Parari,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Prarthana Bhawan,Mahesh Ram,Dec'24 Update
36536,Rohtas,Sheosagar,2026252110,Parasdiha,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36538,Rohtas,Sheosagar,2026252158,Patarhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36539,Rohtas,Sheosagar,2026252196,Patarhi,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36540,Rohtas,Sheosagar,2026252260,Patkhaulia,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36541,Rohtas,Sheosagar,2026252186,Patti Chatarbhuj,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Pentecostal Church,,Oct - Dec'25 Survey Update
36542,Rohtas,Sheosagar,2026252217,Phalwaria,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Newly Adopted @ June'25
36544,Rohtas,Sheosagar,2026252163,Pipri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Bihar Mission,,AV to PC @ May'25
36545,Rohtas,Sheosagar,2026252278,Pitambarpur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36547,Rohtas,Sheosagar,2026252126,Ramdehri,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36548,Rohtas,Sheosagar,2026252234,Rampur,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Church of God,,
36551,Rohtas,Sheosagar,2026252167,Rampur Telari,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Ind Church,,
36552,Rohtas,Sheosagar,2026252121,Rasendua,"Chamar, Kurmi, Kanu, Saha","Bhojpuri, Hindi, Urdu",MC,1,0,0,0,0,Prarthana Bhawan,Mahesh Ram,Dec'24 Update
36557,Rohtas,Sheosagar,2026252191,Saidabad,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Aradhana Bhawan,Ravi Shankar,AV to PC @ May'25
36559,Rohtas,Sheosagar,2026252154,Samahuta,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36560,Rohtas,Sheosagar,2026252155,Samahuti,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,EF,,
36564,Rohtas,Sheosagar,2026642400,Sarean,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",AV,0,0,0,1,0,Pentecostal Church,,Sept'25 Adopted Village
36565,Rohtas,Sheosagar,2026252230,Saunja,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Church of God,,Oct - Dec'25 Survey Update
36568,Rohtas,Sheosagar,2026252207,Semri Patak,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Pentecostal Church,,
36573,Rohtas,Sheosagar,2026252244,Shiusagar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,Aradhana Bhawan,Ravi Shankar,Surveyed @ June'25
36574,Rohtas,Sheosagar,2026252287,Sighanpura,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
36580,Rohtas,Sheosagar,2026252247,Sonahar,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Prarthana Bhawan,Mahesh Ram,Dec'24 Update
36581,Rohtas,Sheosagar,2026252228,Sonbarsa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",HC,0,1,0,0,0,EF,,
36582,Rohtas,Sheosagar,2026626400,Sonbarsa,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Church of God,,Oct - Dec'25 Survey Update
36583,Rohtas,Sheosagar,2026252133,Sondihra,"Ansari, Bairagi, Bania, Beldar, Bhuiya, Brahmin, Chamar, Dhobi, Dusadh, Koiri, Kurmi, Musahar, Rajput, Yadav","Bhojpuri, Hindi, Urdu",PC,0,0,1,0,0,Ind Church,,
